0.00	4552
0.00	4704
0.00	4784
0.00	4696
0.00	4452
0.00	4556
0.00	4676
0.00	4692
0.00	4640
0.00	4452
0.00	4792
0.00	4848
0.00	4464
0.00	4760
0.00	4584
0.00	4568
0.00	4748
0.00	4740
0.00	4684
7.30	9964
0.00	4836
0.00	4860
0.00	4628
0.00	4844
0.00	4608
0.00	4696
0.00	4800
0.00	4576
0.00	4588
0.00	4416
0.00	4716
0.00	4812
0.00	4700
0.00	4856
0.00	4840
0.00	4752
0.00	4880
0.00	4780
0.00	4708
0.00	4672
0.00	4668
0.00	4440
0.00	4728
0.00	4552
0.00	4624
0.00	4720
0.00	4720
0.00	4844
0.00	4740
0.00	4872
0.00	4624
0.00	4852
0.00	4740
0.00	4456
0.00	4424
0.00	4744
0.00	4728
0.00	4584
0.00	4772
0.00	4376
0.00	4744
0.00	4540
0.00	4840
0.00	4716
0.00	4404
0.00	4624
0.00	4808
0.00	4768
0.00	4668
0.00	4740
0.00	4692
0.00	4572
0.00	4684
0.00	4408
0.00	4768
0.00	4740
0.00	4748
0.00	4856
0.00	4688
0.00	4472
0.00	4684
0.00	4440
0.00	4404
0.00	4580
0.00	4848
0.00	4460
0.00	4656
0.00	4616
0.00	4436
0.00	4768
0.00	4732
0.00	4732
0.00	4772
0.00	4784
0.00	4724
0.00	4492
0.00	4828
0.00	4708
6.39	9468
0.00	4688
0.00	4564
0.00	4668
0.00	4656
0.00	4656
0.00	4640
0.00	4884
0.00	4740
0.00	4708
0.00	4776
0.00	4620
0.00	4688
0.00	4696
0.00	4768
0.00	4688
0.00	4764
0.00	4728
0.00	4844
0.00	4444
0.00	4708
0.00	4736
0.00	4864
0.00	4824
0.00	4564
0.00	4432
0.00	4776
0.00	4824
0.00	4900
0.00	4744
0.00	4752
0.00	4776
0.00	4484
0.00	4616
0.00	4764
0.00	4764
0.00	4672
0.00	4704
0.00	4540
0.00	4628
0.00	4820
0.00	4744
0.00	4848
0.00	4684
0.00	4852
0.00	4808
0.00	4724
0.00	4492
0.00	4488
0.00	4756
0.00	4640
0.00	4688
0.00	4640
0.00	4528
0.00	4832
0.00	4780
0.00	4808
1.17	6028
0.00	4832
0.00	4764
0.00	4688
0.00	4836
0.00	4768
0.00	4684
1.86	6704
0.00	4768
6.51	9380
1.85	6672
0.00	4572
0.00	4748
0.00	4744
0.00	4796
0.00	4624
0.00	4720
0.00	4824
0.00	4592
0.01	4836
0.00	4676
0.00	4780
0.00	4852
6.45	9492
0.00	4452
0.00	4768
6.48	9540
1.91	6600
0.00	4756
0.00	4708
0.00	4716
0.00	4800
0.00	4824
0.00	4880
1.71	6472
0.00	4740
0.00	4528
0.00	4816
0.00	4872
0.00	4676
0.00	4636
0.00	4744
0.00	4792
0.00	4784
0.00	4436
0.00	4812
0.00	4620
0.01	4924
0.00	4700
0.00	4728
0.00	4772
1.86	6708
1.89	6604
0.00	4396
0.00	4696
0.00	4516
0.00	4684
0.00	4636
0.00	4580
0.00	4620
0.00	4756
0.00	4896
0.00	4872
0.00	4684
0.00	4708
0.00	4812
0.00	4596
0.00	4632
0.00	4532
0.00	4648
0.00	4552
0.00	4844
0.00	4796
0.00	4704
0.00	4588
0.04	4688
0.00	4612
0.05	4896
0.00	4636
0.00	4812
0.00	4808
0.00	4440
0.00	4432
0.00	4596
0.00	4796
0.00	4836
0.00	4680
0.00	4560
6.69	9796
0.00	4912
0.00	4820
0.00	4768
0.00	4792
0.00	4664
0.00	4840
0.00	4812
0.00	4788
0.00	4552
0.00	4864
0.00	4892
0.00	4804
0.00	4924
0.00	4804
0.00	4792
0.00	4404
0.00	4452
0.00	4416
0.00	4664
0.00	4796
0.00	4624
0.00	4448
0.00	4768
0.00	4756
0.00	4764
0.00	4748
0.00	4836
0.00	4412
0.00	4780
0.00	4456
0.00	4696
0.00	4536
0.00	4732
0.00	4836
0.00	4796
0.00	4784
0.00	4652
0.00	4748
0.00	4744
0.00	4792
1.85	6780
0.00	4628
0.00	4764
0.00	4484
0.00	4688
0.00	4868
0.00	4652
0.00	4848
0.00	4860
0.00	4780
0.00	4884
0.00	4752
0.00	4624
0.00	4712
0.00	4752
0.00	4576
0.00	4636
0.00	4808
0.00	4848
0.00	4580
0.00	4508
6.49	9532
0.00	4704
0.00	4652
0.00	4860
0.00	4884
0.00	4816
0.00	4800
0.00	4708
0.00	4836
0.00	4492
0.00	4844
0.00	4836
0.00	4664
0.00	4656
0.01	4844
0.00	4692
0.00	4692
0.00	4708
0.01	4788
0.00	4728
0.00	4428
0.00	4740
